Timestamp,NumIterations,ImageWidth,ImageHeight,NumAngles,NumDetectors,ScanTime_ms,ProjectionTime_ms,ReconstructionTime_ms
2025-09-08 12:17:59,500,256,256,180,725,3455.98,58.4897,9307.57
2025-09-08 12:19:45,500,256,256,180,725,2663.75,21.9443,9313.81
2025-09-08 12:24:10,500,256,256,180,725,1368.07,21.8775,9359.29
2025-09-08 12:45:01,500,256,256,180,725,107.626,51.8003,10613.2
2025-09-08 19:00:45,500,256,256,180,725,641.739,4192.72,11006.1
2025-09-08 19:02:36,500,256,256,180,725,105.1,2037.15,11082.2
2025-09-08 19:05:41,500,256,256,180,725,92.5831,4519.19,9901
2025-09-08 19:23:31,500,256,256,180,725,103.55,2074.49,9719.79
2025-09-08 20:13:49,500,256,256,180,725,137.961,1699.08,9779.06
2025-09-08 20:15:21,500,256,256,180,725,106.819,1849.03,9886.86
2025-09-08 20:16:18,500,256,256,180,725,147.853,1289.08,9671.46
2025-09-08 20:20:19,500,256,256,180,725,112.436,4862.44,9986.96
2025-09-08 20:35:33,500,256,256,180,725,132.536,45.1187,9689.8
2025-09-08 20:35:58,500,256,256,180,725,100.09,38.8088,9833.95
2025-09-08 20:45:25,500,256,256,180,725,121.568,1781.55,9485.68
2025-09-08 20:46:26,256,256,180,725,338.54,1832.22,9297.23
2025-09-08 20:58:13,500,256,256,180,725,112.314,2954.3,9457.09
2025-09-08 21:11:51,500,256,256,180,725,104.039,2717.1,8948.58
2025-09-08 21:12:32,500,256,256,180,725,119.237,2994.74,8913.52
2025-09-08 21:18:59,500,256,256,180,725,158.35,47.347,9382.9
2025-09-08 21:20:09,500,256,256,180,725,124.293,1469.59,8907.77
2025-09-08 21:24:38,500,256,256,180,725,129.666,1199.39,13578.5
2025-09-08 21:25:26,500,256,256,180,725,105.831,1885.88,13617.2
2025-09-08 21:46:18,500,256,256,180,725,563.302,1871.16,11247.8
2025-09-08 22:46:50,500,256,256,180,725,635.556,2176.63,11333.6
2025-09-08 22:48:38,100,256,256,180,725,435.333,2282.97,2032.4
2025-09-08 22:51:36,100,256,256,180,725,93.1113,2089.95,1923.44
2025-09-08 23:11:14,100,256,256,180,725,82.4527,33.1794,2181.85
2025-09-09 15:09:37,100,256,256,180,725,94.4111,2321.98,1970.66
2025-09-09 15:10:44,500,256,256,180,725,87.9657,2005.9,9389.2
2025-09-09 15:12:32,500,256,256,180,725,86.5247,1617.34,9454.03
2025-09-09 15:40:37,500,256,256,180,725,127.301,3429,9440.01
2025-09-09 15:55:30,500,256,256,180,725,127.256,2420.73,9425.49
2025-09-09 17:21:03,500,256,256,180,725,2662.23,128.797,9459.67
2025-09-09 18:17:20,500,256,256,180,725,3078.18,79.3203,9461.39
2025-09-09 20:57:21,500,256,256,180,725,3813.41,82.1312,9446.22
2025-09-09 21:00:22,500,256,256,180,725,3033.82,77.5968,9452.79
2025-09-09 21:09:21,500,256,256,180,725,2926.05,45.2189,9455.57
2025-09-09 21:15:48,500,256,256,180,725,4588.82,84.0683,9450.53
2025-09-09 21:18:11,500,256,256,180,725,3550.64,110.303,9504.87
2025-09-09 21:48:58,500,256,256,180,725,140.249,2119.88,9426.45
2025-09-09 21:54:24,500,256,256,180,725,102.137,2228.7,9497.69
2025-09-09 22:34:30,500,256,256,180,725,92.0576,1558.99,9542.8
2025-09-09 22:37:52,500,256,256,180,725,92.8104,1545.73,9496.91
2025-09-09 22:38:30,500,256,256,180,725,83.7744,57.4796,9459.46
2025-09-09 23:07:36,500,256,256,180,725,114.744,2284.72,9507.69
2025-09-09 23:13:02,500,256,256,180,725,135.859,2663.68,9471.1
2025-09-09 23:16:07,500,256,256,180,725,119.38,3125.6,9490.14
2025-09-09 23:16:39,500,256,256,180,725,106.788,125.131,9405.25
2025-09-09 23:17:07,500,256,256,180,725,101.671,36.5028,9416.76
2025-09-09 23:25:52,500,256,256,180,725,83.6085,3501.36,9472.94
2025-09-09 23:27:47,500,256,256,180,725,91.3791,2084.91,9524.06
2025-09-09 23:31:54,500,256,256,180,725,455.774,1330.42,9474.16
2025-09-09 23:33:00,500,256,256,270,725,147.605,1975.06,13995.2
2025-09-09 23:33:29,500,256,256,90,725,70.5312,2326.37,4971.45
2025-09-09 23:33:57,500,256,256,90,725,64.4083,1064.27,5032.94
2025-09-09 23:34:28,500,256,256,90,725,63.3865,2070.8,5078.3
2025-09-09 23:37:08,500,256,256,90,725,51.5553,1507.71,4961.99
2025-09-09 23:37:42,1000,256,256,90,725,62.5579,1551.22,9858.03
2025-09-09 23:38:57,1000,256,256,90,725,58.6986,564.294,9913.17
2025-09-09 23:40:46,1000,256,256,90,725,45.3584,322.621,9920.48
2025-09-09 23:41:21,1000,256,256,90,725,65.0337,414.687,9910.83
2025-09-09 23:42:18,1000,256,256,90,725,59.8729,37.9157,9906.59
2025-09-11 09:23:32,1000,256,256,90,725,332.838,261.017,9865.61
2025-09-11 09:24:11,1000,256,256,90,725,558.666,17.504,9820.54
2025-09-12 12:51:21,100,256,256,90,725,71.7782,30.4218,2489.05
2025-09-12 12:56:07,100,256,256,90,725,62.9674,29.6522,2588.02
2025-09-12 12:56:34,100,256,256,90,725,56.3479,34.9955,2541.04
2025-09-12 13:03:32,100,256,256,90,725,62.6067,28.6213,2523.98
2025-09-12 13:04:54,100,256,256,90,725,52.4523,27.7901,2344.07
2025-09-12 13:09:04,100,256,256,90,725,47.6828,22.0127,2228.06
2025-09-12 15:47:11,100,256,256,90,725,85.9689,24.4496,1008.47
2025-09-12 15:49:26,100,256,256,90,725,70.1495,24.5726,954.835
2025-09-12 15:53:46,100,256,256,90,725,414.976,17.8602,968.432
2025-09-12 16:01:30,100,256,256,90,725,411.362,17.9519,960.424
2025-09-12 16:08:48,100,256,256,90,725,401.031,18.7124,987.717
2025-09-12 16:11:49,100,256,256,90,725,444.203,19.4039,971.042
2025-09-12 16:12:55,100,256,256,90,725,347.417,26.8482,983.992
2025-09-12 16:13:39,100,256,256,90,725,479.66,17.0033,967.709
2025-09-12 16:13:58,100,256,256,90,725,342.793,17.2296,974.438
2025-09-12 16:16:36,100,256,256,90,725,70.0432,17.5655,972.887
2025-09-12 16:22:32,100,256,256,90,725,68.82,16.5012,1610.34
2025-09-12 16:27:37,100,256,256,90,725,66.4143,16.8743,659.098
2025-09-12 16:28:32,100,256,256,90,725,80.0541,18.9033,959.095
2025-09-12 16:29:38,100,256,256,90,725,56.3252,18.1176,955.702
2025-09-12 16:30:02,100,256,256,90,725,587.188,20.3053,967.673
2025-09-12 16:39:26,100,256,256,90,725,547.231,18.1767,974.18
2025-09-12 17:07:54,100,256,256,90,725,492.167,22.0354,960.073
2025-09-12 17:12:11,100,256,256,90,725,468.449,18.2493,974.283
2025-09-12 17:15:35,100,256,256,90,725,470.796,32.4021,947.399
2025-09-12 17:15:57,100,256,256,90,725,358.434,21.6893,963.513
2025-09-12 17:16:19,100,256,256,90,725,346.998,18.1651,964.254
2025-09-12 17:48:58,100,256,256,90,725,818.539,49.1913,955.478
2025-09-12 18:08:24,10,256,256,90,725,305.44,0,68.7364
2025-09-13 13:53:41,1000,256,256,90,725,584.085,39.6348,4269.54
2025-09-13 14:14:51,1000,256,256,90,725,608.256,37.5797,4273.98
2025-09-13 16:43:07,1000,256,256,90,725,613.054,39.2863,4247.62
2025-09-13 17:18:35,1000,256,256,90,725,615.293,248.381,4307.75
2025-09-13 17:24:52,1000,256,256,90,725,616.964,33.4316,4309.04
2025-09-13 17:26:35,1000,256,256,90,725,696.544,43.9072,4370.41
2025-09-13 17:29:06,1000,256,256,90,725,620.159,23.645,4263.37
2025-09-13 17:31:36,1000,256,256,90,725,604.423,26.0268,4302.76
2025-09-13 17:35:29,1000,256,256,90,725,589.393,28.1883,4315.52
2025-09-13 17:39:29,1000,256,256,90,725,607.456,24.7431,4264.11
2025-09-13 17:47:49,1000,256,256,90,725,581.309,23.017,4272.76
2025-09-13 17:51:15,1000,256,256,90,725,609.899,26.3907,4495.12
2025-09-13 17:52:30,1000,256,256,90,725,601.258,37.3383,4272.73
2025-09-13 18:05:33,1000,256,256,90,725,602.661,25.8869,4528.61
2025-09-13 18:37:25,1000,256,256,90,725,392.027,19.3847,4242.32
2025-09-13 18:38:53,1000,256,256,90,725,418.277,18.2591,4370.68
2025-09-13 18:41:55,1000,256,256,90,725,403.537,17.66,4658.57
2025-09-13 18:44:18,1000,256,256,90,725,416.872,17.2162,4755.7
2025-09-13 18:46:28,1000,256,256,90,725,400.713,19.5711,4907.13
2025-09-13 18:48:34,1000,256,256,90,725,399.155,238.073,6647.61
2025-09-13 18:49:06,1000,256,256,90,725,407.738,17.0454,4676.78
2025-09-13 18:52:47,1000,256,256,90,725,395.073,18.4126,4738.17
2025-09-13 18:53:44,1000,256,256,90,725,393.255,23.8536,4743.12
2025-09-13 18:56:03,1000,256,256,90,725,396.576,17.9363,4681.99
2025-09-13 18:57:56,1000,256,256,90,725,413.763,27.895,4697.9
2025-09-13 19:07:44,1000,256,256,90,725,394.051,19.157,4815.2
2025-09-13 19:08:27,1000,256,256,90,725,400.01,17.8957,4701.92
2025-09-13 19:08:57,1000,256,256,90,725,416.793,17.8656,4734.07
2025-09-13 19:12:47,1000,256,256,90,725,399.281,28.3702,4731.35
2025-09-13 19:14:00,1000,256,256,90,725,408.929,17.3425,4720.77
2025-09-13 19:14:45,1000,256,256,90,725,411.319,18.5534,4810.81
2025-09-13 20:24:26,1000,256,256,90,725,424.088,18.483,4777.09
2025-09-13 20:31:47,1000,256,256,90,725,402.532,19.4608,5734.67
2025-09-13 20:35:06,1000,256,256,90,725,408.234,19.9322,4766.5
2025-09-13 20:36:05,1000,256,256,90,725,399.067,28.9787,4860.46
2025-09-13 20:48:29,100,256,256,90,725,399.459,26.9185,509.728
2025-09-13 20:49:26,100,256,256,90,725,403.647,28.4273,487.923
2025-09-13 20:49:58,1000,256,256,90,725,404.448,18.4763,4828.98
2025-09-13 20:52:02,1000,256,256,90,725,406.275,24.3013,4896.04
2025-09-13 20:53:37,1000,256,256,90,725,418.557,17.2571,4798.96
2025-09-13 20:54:36,1000,256,256,90,725,398.298,27.3271,4671.18
2025-09-13 20:54:58,1000,256,256,90,725,414.277,17.7847,4349.64
2025-09-13 21:06:42,1000,256,256,90,725,406.942,229.524,4337.08
2025-09-13 21:09:00,1000,256,256,90,725,405.719,22.8902,4335.55
2025-09-13 21:09:18,1000,256,256,90,725,403.083,16.8804,4367.76
2025-09-13 21:13:29,1000,256,256,90,725,409.182,17.7679,4359.52
2025-09-13 21:18:37,1000,256,256,90,725,400.455,18.44,4323
2025-09-13 21:19:36,1000,256,256,90,725,401.065,21.2827,4346.14
2025-09-13 21:27:09,1000,256,256,90,725,397.89,18.82,4388.17
2025-09-13 21:30:37,1000,256,256,90,725,413.732,208.321,4284.28
2025-09-13 21:31:02,1000,256,256,90,725,404.449,17.3996,4337.5
2025-09-13 21:31:25,1000,256,256,90,725,438.485,19.3503,4382.42
2025-09-13 21:35:06,1000,256,256,90,725,427.081,20.5404,4334.28
2025-09-13 21:42:09,1000,256,256,90,725,406.934,19.5179,4394.7
2025-09-13 21:44:02,1000,256,256,90,725,412.001,29.1991,4559.56
2025-09-13 21:48:48,1000,256,256,90,725,407.594,19.2032,4599.71
2025-09-13 21:54:38,1000,256,256,90,725,401.143,16.8789,4857.25
2025-09-13 21:55:05,1000,256,256,90,725,419.943,20.9944,4603.78
2025-09-13 21:55:25,1000,256,256,90,725,409.664,17.1264,4312.67
2025-09-13 21:56:08,1000,256,256,90,725,399.491,17.8088,4280.44
2025-09-13 21:57:08,1000,256,256,90,725,409.387,28.4435,4245.1
2025-09-13 22:03:36,1000,256,256,90,725,403.183,216.396,4309.26
2025-09-13 22:04:52,1000,256,256,90,725,401.06,16.9156,4253.33
2025-09-13 22:05:15,1000,256,256,90,725,400.065,16.961,4275.51
2025-09-13 22:06:58,1000,256,256,90,725,392.572,16.5829,4300.43
2025-09-13 22:07:25,1000,256,256,90,725,413.029,17.3653,4309.38
2025-09-13 22:10:05,1000,256,256,90,725,396.935,20.1305,4259.84
2025-09-13 22:10:54,1000,256,256,90,725,440.439,229.966,4269.84
2025-09-13 22:11:29,1000,256,256,90,725,407.364,26.8775,4267.24 
2025-09-14 18:08:39,1000,256,256,90,725,499.938,18.1695,4294.24
2025-09-14 18:14:34,1000,256,256,90,725,523.989,252.113,4328.43
2025-09-14 18:15:22,1000,256,256,90,725,527.513,18.878,4367.84
2025-09-14 18:16:14,1000,256,256,90,725,533.946,19.2937,4298.91
